"TIME","GEO","UNIT","SECTOR","TYPE","NA_ITEM","Value","Flag and Footnotes"
"2014","Bulgaria","Percentage of total","General government","Recreational and sporting services","Total general government expenditure","1.3",""
"2014","Bulgaria","Percentage of total","General government","Cultural services","Total general government expenditure","1.4",""
"2014","Bulgaria","Percentage of total","General government","Broadcasting and publishing services","Total general government expenditure","0.4",""
"2014","Bulgaria","Percentage of total","General government","Religious and other community services","Total general government expenditure","0.2",""
"2014","Bulgaria","Percentage of total","General government","R&D Recreation, culture and religion","Total general government expenditure",":","z"
"2014","Bulgaria","Percentage of total","General government","Recreation, culture and religion n.e.c.","Total general government expenditure",":","z"
"2014","Czechia","Million euro","General government","Recreation, culture and religion","Total general government expenditure","2,141.4",""
"2014","Czechia","Million euro","General government","Recreational and sporting services","Total general government expenditure","632.8",""
"2014","Czechia","Million euro","General government","Cultural services","Total general government expenditure","908.4",""
"2014","Czechia","Million euro","General government","Broadcasting and publishing services","Total general government expenditure","345.6",""
"2014","Czechia","Million euro","General government","Religious and other community services","Total general government expenditure","74.7",""
"2014","Czechia","Million euro","General government","R&D Recreation, culture and religion","Total general government expenditure","28.3",""
"2014","Czechia","Million euro","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","151.5",""
"2014","Czechia","Percentage of total","General government","Recreation, culture and religion","Total general government expenditure","3.2",""
"2014","Czechia","Percentage of total","General government","Recreational and sporting services","Total general government expenditure","0.9",""
"2014","Czechia","Percentage of total","General government","Cultural services","Total general government expenditure","1.4",""
"2014","Czechia","Percentage of total","General government","Broadcasting and publishing services","Total general government expenditure","0.5",""
"2014","Czechia","Percentage of total","General government","Religious and other community services","Total general government expenditure","0.1",""
"2014","Czechia","Percentage of total","General government","R&D Recreation, culture and religion","Total general government expenditure","0.0",""
"2014","Czechia","Percentage of total","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","0.2",""
"2014","Denmark","Million euro","General government","Recreation, culture and religion","Total general government expenditure","4,650.2",""
"2014","Denmark","Million euro","General government","Recreational and sporting services","Total general government expenditure","1,017.3",""
"2014","Denmark","Million euro","General government","Cultural services","Total general government expenditure","1,730.2",""
"2014","Denmark","Million euro","General government","Broadcasting and publishing services","Total general government expenditure","625.1",""
"2014","Denmark","Million euro","General government","Religious and other community services","Total general government expenditure","1,195.3",""
"2014","Denmark","Million euro","General government","R&D Recreation, culture and religion","Total general government expenditure","0.4",""
"2014","Denmark","Million euro","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","81.7",""
"2014","Denmark","Percentage of total","General government","Recreation, culture and religion","Total general government expenditure","3.2",""
"2014","Denmark","Percentage of total","General government","Recreational and sporting services","Total general government expenditure","0.7",""
"2014","Denmark","Percentage of total","General government","Cultural services","Total general government expenditure","1.2",""
"2014","Denmark","Percentage of total","General government","Broadcasting and publishing services","Total general government expenditure","0.4",""
"2014","Denmark","Percentage of total","General government","Religious and other community services","Total general government expenditure","0.8",""
"2014","Denmark","Percentage of total","General government","R&D Recreation, culture and religion","Total general government expenditure","0.0",""
"2014","Denmark","Percentage of total","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","0.1",""
"2014","Germany","Million euro","General government","Recreation, culture and religion","Total general government expenditure","30,655.0",""
"2014","Germany","Million euro","General government","Recreational and sporting services","Total general government expenditure","7,421.0",""
"2014","Germany","Million euro","General government","Cultural services","Total general government expenditure","11,493.0",""
"2014","Germany","Million euro","General government","Broadcasting and publishing services","Total general government expenditure","9,116.0",""
"2014","Germany","Million euro","General government","Religious and other community services","Total general government expenditure","641.0",""
"2014","Germany","Million euro","General government","R&D Recreation, culture and religion","Total general government expenditure","1,320.0",""
"2014","Germany","Million euro","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","664.0",""
"2014","Germany","Percentage of total","General government","Recreation, culture and religion","Total general government expenditure","2.4",""
"2014","Germany","Percentage of total","General government","Recreational and sporting services","Total general government expenditure","0.6",""
"2014","Germany","Percentage of total","General government","Cultural services","Total general government expenditure","0.9",""
"2014","Germany","Percentage of total","General government","Broadcasting and publishing services","Total general government expenditure","0.7",""
"2014","Germany","Percentage of total","General government","Religious and other community services","Total general government expenditure","0.0",""
"2014","Germany","Percentage of total","General government","R&D Recreation, culture and religion","Total general government expenditure","0.1",""
"2014","Germany","Percentage of total","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","0.1",""
"2014","Estonia","Million euro","General government","Recreation, culture and religion","Total general government expenditure","405.6",""
"2014","Estonia","Million euro","General government","Recreational and sporting services","Total general government expenditure","85.2",""
"2014","Estonia","Million euro","General government","Cultural services","Total general government expenditure","207.6",""
"2014","Estonia","Million euro","General government","Broadcasting and publishing services","Total general government expenditure","45.6",""
"2014","Estonia","Million euro","General government","Religious and other community services","Total general government expenditure","7.5",""
"2014","Estonia","Million euro","General government","R&D Recreation, culture and religion","Total general government expenditure","26.2",""
"2014","Estonia","Million euro","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","33.5",""
"2014","Estonia","Percentage of total","General government","Recreation, culture and religion","Total general government expenditure","5.4",""
"2014","Estonia","Percentage of total","General government","Recreational and sporting services","Total general government expenditure","1.1",""
"2014","Estonia","Percentage of total","General government","Cultural services","Total general government expenditure","2.7",""
"2014","Estonia","Percentage of total","General government","Broadcasting and publishing services","Total general government expenditure","0.6",""
"2014","Estonia","Percentage of total","General government","Religious and other community services","Total general government expenditure","0.1",""
"2014","Estonia","Percentage of total","General government","R&D Recreation, culture and religion","Total general government expenditure","0.3",""
"2014","Estonia","Percentage of total","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","0.4",""
"2014","Ireland","Million euro","General government","Recreation, culture and religion","Total general government expenditure","1,495.0",""
"2014","Ireland","Million euro","General government","Recreational and sporting services","Total general government expenditure","257.3",""
"2014","Ireland","Million euro","General government","Cultural services","Total general government expenditure","649.1",""
"2014","Ireland","Million euro","General government","Broadcasting and publishing services","Total general government expenditure","518.0",""
"2014","Ireland","Million euro","General government","Religious and other community services","Total general government expenditure","33.3",""
"2014","Ireland","Million euro","General government","R&D Recreation, culture and religion","Total general government expenditure","0.0",""
"2014","Ireland","Million euro","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","37.3",""
"2014","Ireland","Percentage of total","General government","Recreation, culture and religion","Total general government expenditure","2.0",""
"2014","Ireland","Percentage of total","General government","Recreational and sporting services","Total general government expenditure","0.3",""
"2014","Ireland","Percentage of total","General government","Cultural services","Total general government expenditure","0.9",""
"2014","Ireland","Percentage of total","General government","Broadcasting and publishing services","Total general government expenditure","0.7",""
"2014","Ireland","Percentage of total","General government","Religious and other community services","Total general government expenditure","0.0",""
"2014","Ireland","Percentage of total","General government","R&D Recreation, culture and religion","Total general government expenditure","0.0",""
"2014","Ireland","Percentage of total","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","0.1",""
"2014","Greece","Million euro","General government","Recreation, culture and religion","Total general government expenditure","1,155.0",""
"2014","Greece","Million euro","General government","Recreational and sporting services","Total general government expenditure","587.0",""
"2014","Greece","Million euro","General government","Cultural services","Total general government expenditure","198.0",""
"2014","Greece","Million euro","General government","Broadcasting and publishing services","Total general government expenditure","64.0",""
"2014","Greece","Million euro","General government","Religious and other community services","Total general government expenditure","14.0",""
"2014","Greece","Million euro","General government","R&D Recreation, culture and religion","Total general government expenditure","0.0",""
"2014","Greece","Million euro","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","292.0",""
"2014","Greece","Percentage of total","General government","Recreation, culture and religion","Total general government expenditure","1.3",""
"2014","Greece","Percentage of total","General government","Recreational and sporting services","Total general government expenditure","0.7",""
"2014","Greece","Percentage of total","General government","Cultural services","Total general government expenditure","0.2",""
"2014","Greece","Percentage of total","General government","Broadcasting and publishing services","Total general government expenditure","0.1",""
"2014","Greece","Percentage of total","General government","Religious and other community services","Total general government expenditure","0.0",""
"2014","Greece","Percentage of total","General government","R&D Recreation, culture and religion","Total general government expenditure","0.0",""
"2014","Greece","Percentage of total","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","0.3",""
"2014","Spain","Million euro","General government","Recreation, culture and religion","Total general government expenditure","11,791.0",""
"2014","Spain","Million euro","General government","Recreational and sporting services","Total general government expenditure","3,806.0",""
"2014","Spain","Million euro","General government","Cultural services","Total general government expenditure","4,717.0",""
"2014","Spain","Million euro","General government","Broadcasting and publishing services","Total general government expenditure","2,171.0",""
"2014","Spain","Million euro","General government","Religious and other community services","Total general government expenditure","883.0",""
"2014","Spain","Million euro","General government","R&D Recreation, culture and religion","Total general government expenditure","142.0",""
"2014","Spain","Million euro","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","72.0",""
"2014","Spain","Percentage of total","General government","Recreation, culture and religion","Total general government expenditure","2.5",""
"2014","Spain","Percentage of total","General government","Recreational and sporting services","Total general government expenditure","0.8",""
"2014","Spain","Percentage of total","General government","Cultural services","Total general government expenditure","1.0",""
"2014","Spain","Percentage of total","General government","Broadcasting and publishing services","Total general government expenditure","0.5",""
"2014","Spain","Percentage of total","General government","Religious and other community services","Total general government expenditure","0.2",""
"2014","Spain","Percentage of total","General government","R&D Recreation, culture and religion","Total general government expenditure","0.0",""
"2014","Spain","Percentage of total","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","0.0",""
"2014","France","Million euro","General government","Recreation, culture and religion","Total general government expenditure","33,133.0",""
"2014","France","Million euro","General government","Recreational and sporting services","Total general government expenditure","12,418.0",""
"2014","France","Million euro","General government","Cultural services","Total general government expenditure","16,628.0",""
"2014","France","Million euro","General government","Broadcasting and publishing services","Total general government expenditure","3,618.0",""
"2014","France","Million euro","General government","Religious and other community services","Total general government expenditure","465.0",""
"2014","France","Million euro","General government","R&D Recreation, culture and religion","Total general government expenditure","0.0",""
"2014","France","Million euro","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","3.0",""
"2014","France","Percentage of total","General government","Recreation, culture and religion","Total general government expenditure","2.7",""
"2014","France","Percentage of total","General government","Recreational and sporting services","Total general government expenditure","1.0",""
"2014","France","Percentage of total","General government","Cultural services","Total general government expenditure","1.4",""
"2014","France","Percentage of total","General government","Broadcasting and publishing services","Total general government expenditure","0.3",""
"2014","France","Percentage of total","General government","Religious and other community services","Total general government expenditure","0.0",""
"2014","France","Percentage of total","General government","R&D Recreation, culture and religion","Total general government expenditure","0.0",""
"2014","France","Percentage of total","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","0.0",""
"2014","Croatia","Million euro","General government","Recreation, culture and religion","Total general government expenditure","718.6",""
"2014","Croatia","Million euro","General government","Recreational and sporting services","Total general government expenditure","216.4",""
"2014","Croatia","Million euro","General government","Cultural services","Total general government expenditure","289.1",""
"2014","Croatia","Million euro","General government","Broadcasting and publishing services","Total general government expenditure","150.1",""
"2014","Croatia","Million euro","General government","Religious and other community services","Total general government expenditure","16.3",""
"2014","Croatia","Million euro","General government","R&D Recreation, culture and religion","Total general government expenditure","8.9",""
"2014","Croatia","Million euro","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","37.8",""
"2014","Croatia","Percentage of total","General government","Recreation, culture and religion","Total general government expenditure","3.4",""
"2014","Croatia","Percentage of total","General government","Recreational and sporting services","Total general government expenditure","1.0",""
"2014","Croatia","Percentage of total","General government","Cultural services","Total general government expenditure","1.4",""
"2014","Croatia","Percentage of total","General government","Broadcasting and publishing services","Total general government expenditure","0.7",""
"2014","Croatia","Percentage of total","General government","Religious and other community services","Total general government expenditure","0.1",""
"2014","Croatia","Percentage of total","General government","R&D Recreation, culture and religion","Total general government expenditure","0.0",""
"2014","Croatia","Percentage of total","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","0.2",""
"2014","Italy","Million euro","General government","Recreation, culture and religion","Total general government expenditure","10,648.2",""
"2014","Italy","Million euro","General government","Recreational and sporting services","Total general government expenditure","4,306.0",""
"2014","Italy","Million euro","General government","Cultural services","Total general government expenditure","4,755.0",""
"2014","Italy","Million euro","General government","Broadcasting and publishing services","Total general government expenditure","245.2",""
"2014","Italy","Million euro","General government","Religious and other community services","Total general government expenditure","1,142.0",""
"2014","Italy","Million euro","General government","R&D Recreation, culture and religion","Total general government expenditure","38.0",""
"2014","Italy","Million euro","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","162.0",""
"2014","Italy","Percentage of total","General government","Recreation, culture and religion","Total general government expenditure","1.3",""
"2014","Italy","Percentage of total","General government","Recreational and sporting services","Total general government expenditure","0.5",""
"2014","Italy","Percentage of total","General government","Cultural services","Total general government expenditure","0.6",""
"2014","Italy","Percentage of total","General government","Broadcasting and publishing services","Total general government expenditure","0.0",""
"2014","Italy","Percentage of total","General government","Religious and other community services","Total general government expenditure","0.1",""
"2014","Italy","Percentage of total","General government","R&D Recreation, culture and religion","Total general government expenditure","0.0",""
"2014","Italy","Percentage of total","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","0.0",""
"2014","Cyprus","Million euro","General government","Recreation, culture and religion","Total general government expenditure","153.6",""
"2014","Cyprus","Million euro","General government","Recreational and sporting services","Total general government expenditure","53.8",""
"2014","Cyprus","Million euro","General government","Cultural services","Total general government expenditure","43.6",""
"2014","Cyprus","Million euro","General government","Broadcasting and publishing services","Total general government expenditure","38.5",""
"2014","Cyprus","Million euro","General government","Religious and other community services","Total general government expenditure","17.3",""
"2014","Cyprus","Million euro","General government","R&D Recreation, culture and religion","Total general government expenditure","0.4",""
"2014","Cyprus","Million euro","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","0.0",""
"2014","Cyprus","Percentage of total","General government","Recreation, culture and religion","Total general government expenditure","1.8",""
"2014","Cyprus","Percentage of total","General government","Recreational and sporting services","Total general government expenditure","0.6",""
"2014","Cyprus","Percentage of total","General government","Cultural services","Total general government expenditure","0.5",""
"2014","Cyprus","Percentage of total","General government","Broadcasting and publishing services","Total general government expenditure","0.4",""
"2014","Cyprus","Percentage of total","General government","Religious and other community services","Total general government expenditure","0.2",""
"2014","Cyprus","Percentage of total","General government","R&D Recreation, culture and religion","Total general government expenditure","0.0",""
"2014","Cyprus","Percentage of total","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","0.0",""
"2014","Latvia","Million euro","General government","Recreation, culture and religion","Total general government expenditure","398.7",""
"2014","Latvia","Million euro","General government","Recreational and sporting services","Total general government expenditure","62.3",""
"2014","Latvia","Million euro","General government","Cultural services","Total general government expenditure","283.1",""
"2014","Latvia","Million euro","General government","Broadcasting and publishing services","Total general government expenditure","34.5",""
"2014","Latvia","Million euro","General government","Religious and other community services","Total general government expenditure","2.0",""
"2014","Latvia","Million euro","General government","R&D Recreation, culture and religion","Total general government expenditure","0.0",""
"2014","Latvia","Million euro","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","16.9",""
"2014","Latvia","Percentage of total","General government","Recreation, culture and religion","Total general government expenditure","4.3",""
"2014","Latvia","Percentage of total","General government","Recreational and sporting services","Total general government expenditure","0.7",""
"2014","Latvia","Percentage of total","General government","Cultural services","Total general government expenditure","3.1",""
"2014","Latvia","Percentage of total","General government","Broadcasting and publishing services","Total general government expenditure","0.4",""
"2014","Latvia","Percentage of total","General government","Religious and other community services","Total general government expenditure","0.0",""
"2014","Latvia","Percentage of total","General government","R&D Recreation, culture and religion","Total general government expenditure","0.0",""
"2014","Latvia","Percentage of total","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","0.2",""
"2014","Lithuania","Million euro","General government","Recreation, culture and religion","Total general government expenditure","327.0",""
"2014","Lithuania","Million euro","General government","Recreational and sporting services","Total general government expenditure","57.9",""
"2014","Lithuania","Million euro","General government","Cultural services","Total general government expenditure","221.6",""
"2014","Lithuania","Million euro","General government","Broadcasting and publishing services","Total general government expenditure","28.1",""
"2014","Lithuania","Million euro","General government","Religious and other community services","Total general government expenditure","9.6",""
"2014","Lithuania","Million euro","General government","R&D Recreation, culture and religion","Total general government expenditure",":","z"
"2014","Lithuania","Million euro","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","9.8",""
"2014","Lithuania","Percentage of total","General government","Recreation, culture and religion","Total general government expenditure","2.6",""
"2014","Lithuania","Percentage of total","General government","Recreational and sporting services","Total general government expenditure","0.5",""
"2014","Lithuania","Percentage of total","General government","Cultural services","Total general government expenditure","1.7",""
"2014","Lithuania","Percentage of total","General government","Broadcasting and publishing services","Total general government expenditure","0.2",""
"2014","Lithuania","Percentage of total","General government","Religious and other community services","Total general government expenditure","0.1",""
"2014","Lithuania","Percentage of total","General government","R&D Recreation, culture and religion","Total general government expenditure",":","z"
"2014","Lithuania","Percentage of total","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","0.1",""
"2014","Luxembourg","Million euro","General government","Recreation, culture and religion","Total general government expenditure","593.2",""
"2014","Luxembourg","Million euro","General government","Recreational and sporting services","Total general government expenditure","240.6",""
"2014","Luxembourg","Million euro","General government","Cultural services","Total general government expenditure","226.7",""
"2014","Luxembourg","Million euro","General government","Broadcasting and publishing services","Total general government expenditure","61.5",""
"2014","Luxembourg","Million euro","General government","Religious and other community services","Total general government expenditure","53.8",""
"2014","Luxembourg","Million euro","General government","R&D Recreation, culture and religion","Total general government expenditure","4.8",""
"2014","Luxembourg","Million euro","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","5.8",""
"2014","Luxembourg","Percentage of total","General government","Recreation, culture and religion","Total general government expenditure","2.8",""
"2014","Luxembourg","Percentage of total","General government","Recreational and sporting services","Total general government expenditure","1.1",""
"2014","Luxembourg","Percentage of total","General government","Cultural services","Total general government expenditure","1.1",""
"2014","Luxembourg","Percentage of total","General government","Broadcasting and publishing services","Total general government expenditure","0.3",""
"2014","Luxembourg","Percentage of total","General government","Religious and other community services","Total general government expenditure","0.3",""
"2014","Luxembourg","Percentage of total","General government","R&D Recreation, culture and religion","Total general government expenditure","0.0",""
"2014","Luxembourg","Percentage of total","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","0.0",""
"2014","Hungary","Million euro","General government","Recreation, culture and religion","Total general government expenditure","2,134.4",""
"2014","Hungary","Million euro","General government","Recreational and sporting services","Total general government expenditure","490.9",""
"2014","Hungary","Million euro","General government","Cultural services","Total general government expenditure","841.1",""
"2014","Hungary","Million euro","General government","Broadcasting and publishing services","Total general government expenditure","380.7",""
"2014","Hungary","Million euro","General government","Religious and other community services","Total general government expenditure","349.6",""
"2014","Hungary","Million euro","General government","R&D Recreation, culture and religion","Total general government expenditure","0.4",""
"2014","Hungary","Million euro","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","71.7",""
"2014","Hungary","Percentage of total","General government","Recreation, culture and religion","Total general government expenditure","4.0",""
"2014","Hungary","Percentage of total","General government","Recreational and sporting services","Total general government expenditure","0.9",""
"2014","Hungary","Percentage of total","General government","Cultural services","Total general government expenditure","1.6",""
"2014","Hungary","Percentage of total","General government","Broadcasting and publishing services","Total general government expenditure","0.7",""
"2014","Hungary","Percentage of total","General government","Religious and other community services","Total general government expenditure","0.7",""
"2014","Hungary","Percentage of total","General government","R&D Recreation, culture and religion","Total general government expenditure","0.0",""
"2014","Hungary","Percentage of total","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","0.1",""
"2014","Malta","Million euro","General government","Recreation, culture and religion","Total general government expenditure","88.3",""
"2014","Malta","Million euro","General government","Recreational and sporting services","Total general government expenditure","7.9",""
"2014","Malta","Million euro","General government","Cultural services","Total general government expenditure","69.6",""
"2014","Malta","Million euro","General government","Broadcasting and publishing services","Total general government expenditure","2.9",""
"2014","Malta","Million euro","General government","Religious and other community services","Total general government expenditure","1.8",""
"2014","Malta","Million euro","General government","R&D Recreation, culture and religion","Total general government expenditure","0.0",""
"2014","Malta","Million euro","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","6.1",""
"2014","Malta","Percentage of total","General government","Recreation, culture and religion","Total general government expenditure","2.5",""
"2014","Malta","Percentage of total","General government","Recreational and sporting services","Total general government expenditure","0.2",""
"2014","Malta","Percentage of total","General government","Cultural services","Total general government expenditure","2.0",""
"2014","Malta","Percentage of total","General government","Broadcasting and publishing services","Total general government expenditure","0.1",""
"2014","Malta","Percentage of total","General government","Religious and other community services","Total general government expenditure","0.1",""
"2014","Malta","Percentage of total","General government","R&D Recreation, culture and religion","Total general government expenditure","0.0",""
"2014","Malta","Percentage of total","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","0.2",""
"2014","Netherlands","Million euro","General government","Recreation, culture and religion","Total general government expenditure","8,442.0",""
"2014","Netherlands","Million euro","General government","Recreational and sporting services","Total general government expenditure","3,422.0",""
"2014","Netherlands","Million euro","General government","Cultural services","Total general government expenditure","2,993.0",""
"2014","Netherlands","Million euro","General government","Broadcasting and publishing services","Total general government expenditure","1,179.0",""
"2014","Netherlands","Million euro","General government","Religious and other community services","Total general government expenditure","501.0",""
"2014","Netherlands","Million euro","General government","R&D Recreation, culture and religion","Total general government expenditure","173.0",""
"2014","Netherlands","Million euro","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","174.0",""
"2014","Netherlands","Percentage of total","General government","Recreation, culture and religion","Total general government expenditure","2.7",""
"2014","Netherlands","Percentage of total","General government","Recreational and sporting services","Total general government expenditure","1.1",""
"2014","Netherlands","Percentage of total","General government","Cultural services","Total general government expenditure","1.0",""
"2014","Netherlands","Percentage of total","General government","Broadcasting and publishing services","Total general government expenditure","0.4",""
"2014","Netherlands","Percentage of total","General government","Religious and other community services","Total general government expenditure","0.2",""
"2014","Netherlands","Percentage of total","General government","R&D Recreation, culture and religion","Total general government expenditure","0.1",""
"2014","Netherlands","Percentage of total","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","0.1",""
"2014","Austria","Million euro","General government","Recreation, culture and religion","Total general government expenditure","4,062.5",""
"2014","Austria","Million euro","General government","Recreational and sporting services","Total general government expenditure","937.9",""
"2014","Austria","Million euro","General government","Cultural services","Total general government expenditure","1,801.1",""
"2014","Austria","Million euro","General government","Broadcasting and publishing services","Total general government expenditure","1,059.4",""
"2014","Austria","Million euro","General government","Religious and other community services","Total general government expenditure","189.1",""
"2014","Austria","Million euro","General government","R&D Recreation, culture and religion","Total general government expenditure","63.8",""
"2014","Austria","Million euro","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","11.2",""
"2014","Austria","Percentage of total","General government","Recreation, culture and religion","Total general government expenditure","2.3",""
"2014","Austria","Percentage of total","General government","Recreational and sporting services","Total general government expenditure","0.5",""
"2014","Austria","Percentage of total","General government","Cultural services","Total general government expenditure","1.0",""
"2014","Austria","Percentage of total","General government","Broadcasting and publishing services","Total general government expenditure","0.6",""
"2014","Austria","Percentage of total","General government","Religious and other community services","Total general government expenditure","0.1",""
"2014","Austria","Percentage of total","General government","R&D Recreation, culture and religion","Total general government expenditure","0.0",""
"2014","Austria","Percentage of total","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","0.0",""
"2014","Poland","Million euro","General government","Recreation, culture and religion","Total general government expenditure","4,998.9",""
"2014","Poland","Million euro","General government","Recreational and sporting services","Total general government expenditure","1,770.8",""
"2014","Poland","Million euro","General government","Cultural services","Total general government expenditure","2,770.1",""
"2014","Poland","Million euro","General government","Broadcasting and publishing services","Total general government expenditure","231.9",""
"2014","Poland","Million euro","General government","Religious and other community services","Total general government expenditure","91.5",""
"2014","Poland","Million euro","General government","R&D Recreation, culture and religion","Total general government expenditure","77.1",""
"2014","Poland","Million euro","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","57.4",""
"2014","Poland","Percentage of total","General government","Recreation, culture and religion","Total general government expenditure","2.9",""
"2014","Poland","Percentage of total","General government","Recreational and sporting services","Total general government expenditure","1.0",""
"2014","Poland","Percentage of total","General government","Cultural services","Total general government expenditure","1.6",""
"2014","Poland","Percentage of total","General government","Broadcasting and publishing services","Total general government expenditure","0.1",""
"2014","Poland","Percentage of total","General government","Religious and other community services","Total general government expenditure","0.1",""
"2014","Poland","Percentage of total","General government","R&D Recreation, culture and religion","Total general government expenditure","0.0",""
"2014","Poland","Percentage of total","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","0.0",""
"2014","Portugal","Million euro","General government","Recreation, culture and religion","Total general government expenditure","1,555.9",""
"2014","Portugal","Million euro","General government","Recreational and sporting services","Total general government expenditure","507.6",""
"2014","Portugal","Million euro","General government","Cultural services","Total general government expenditure","437.0",""
"2014","Portugal","Million euro","General government","Broadcasting and publishing services","Total general government expenditure","231.9",""
"2014","Portugal","Million euro","General government","Religious and other community services","Total general government expenditure","18.0",""
"2014","Portugal","Million euro","General government","R&D Recreation, culture and religion","Total general government expenditure","184.9",""
"2014","Portugal","Million euro","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","176.6",""
"2014","Portugal","Percentage of total","General government","Recreation, culture and religion","Total general government expenditure","1.7",""
"2014","Portugal","Percentage of total","General government","Recreational and sporting services","Total general government expenditure","0.6",""
"2014","Portugal","Percentage of total","General government","Cultural services","Total general government expenditure","0.5",""
"2014","Portugal","Percentage of total","General government","Broadcasting and publishing services","Total general government expenditure","0.3",""
"2014","Portugal","Percentage of total","General government","Religious and other community services","Total general government expenditure","0.0",""
"2014","Portugal","Percentage of total","General government","R&D Recreation, culture and religion","Total general government expenditure","0.2",""
"2014","Portugal","Percentage of total","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","0.2",""
"2014","Romania","Million euro","General government","Recreation, culture and religion","Total general government expenditure","1,641.5",""
"2014","Romania","Million euro","General government","Recreational and sporting services","Total general government expenditure","470.1",""
"2014","Romania","Million euro","General government","Cultural services","Total general government expenditure","667.3",""
"2014","Romania","Million euro","General government","Broadcasting and publishing services","Total general government expenditure","211.4",""
"2014","Romania","Million euro","General government","Religious and other community services","Total general government expenditure","120.1",""
"2014","Romania","Million euro","General government","R&D Recreation, culture and religion","Total general government expenditure","0.0",""
"2014","Romania","Million euro","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","172.6",""
"2014","Romania","Percentage of total","General government","Recreation, culture and religion","Total general government expenditure","3.1",""
"2014","Romania","Percentage of total","General government","Recreational and sporting services","Total general government expenditure","0.9",""
"2014","Romania","Percentage of total","General government","Cultural services","Total general government expenditure","1.3",""
"2014","Romania","Percentage of total","General government","Broadcasting and publishing services","Total general government expenditure","0.4",""
"2014","Romania","Percentage of total","General government","Religious and other community services","Total general government expenditure","0.2",""
"2014","Romania","Percentage of total","General government","R&D Recreation, culture and religion","Total general government expenditure","0.0",""
"2014","Romania","Percentage of total","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","0.3",""
"2014","Slovenia","Million euro","General government","Recreation, culture and religion","Total general government expenditure","616.2",""
"2014","Slovenia","Million euro","General government","Recreational and sporting services","Total general government expenditure","117.8",""
"2014","Slovenia","Million euro","General government","Cultural services","Total general government expenditure","286.3",""
"2014","Slovenia","Million euro","General government","Broadcasting and publishing services","Total general government expenditure","134.6",""
"2014","Slovenia","Million euro","General government","Religious and other community services","Total general government expenditure","40.3",""
"2014","Slovenia","Million euro","General government","R&D Recreation, culture and religion","Total general government expenditure","1.8",""
"2014","Slovenia","Million euro","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","35.4",""
"2014","Slovenia","Percentage of total","General government","Recreation, culture and religion","Total general government expenditure","3.2",""
"2014","Slovenia","Percentage of total","General government","Recreational and sporting services","Total general government expenditure","0.6",""
"2014","Slovenia","Percentage of total","General government","Cultural services","Total general government expenditure","1.5",""
"2014","Slovenia","Percentage of total","General government","Broadcasting and publishing services","Total general government expenditure","0.7",""
"2014","Slovenia","Percentage of total","General government","Religious and other community services","Total general government expenditure","0.2",""
"2014","Slovenia","Percentage of total","General government","R&D Recreation, culture and religion","Total general government expenditure","0.0",""
"2014","Slovenia","Percentage of total","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","0.2",""
"2014","Slovakia","Million euro","General government","Recreation, culture and religion","Total general government expenditure","646.1",""
